orderid,order_date,ship_date,customer,manufactory,product_name,segment,category,subcategory,region,zip,city,state,country
US-2021-165554-2488,5/18/2020,5/22/2020,Anthony Jacobs,Wirebound,"Wirebound Message Book, 4 per Page",Corporate,Office Supplies,Paper,W,90004,los angeles,state of california,United States
US-2021-153535-2489,5/20/2020,5/24/2020,Sheri Gordon,Dana,"Dana Fluorescent Magnifying Lamp, White, 36""",Consumer,Furniture,Furnishings,S,27893,wilson,state of north carolina,United States
US-2021-153535-2490,5/20/2020,5/24/2020,Sheri Gordon,Pressboard,Pressboard Data Binders by Wilson Jones,Consumer,Office Supplies,Binders,S,27893,wilson,state of north carolina,United States
US-2021-102806-2491,5/21/2020,5/28/2020,Henry Goldwyn,Wilson Jones,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Corporate,Office Supplies,Binders,E,19143,philadelphia,state of pennsylvania,United States
US-2021-168914-2492,5/21/2020,5/27/2020,Joel Eaton,Fellowes,Fellowes Basic Home/Office Series Surge Protectors,Consumer,Office Supplies,Appliances,C,60423,frankfort,state of illinois,United States
US-2021-169278-2493,5/21/2020,5/25/2020,Michelle Ellison,Ibico,Ibico Plastic and Wire Spiral Binding Combs,Corporate,Office Supplies,Binders,W,98105,seattle,state of washington,United States
US-2021-149846-2494,5/22/2020,5/26/2020,Sarah Brown,Avery,Avery 476,Consumer,Office Supplies,Labels,W,90045,los angeles,state of california,United States
US-2021-149846-2495,5/22/2020,5/26/2020,Sarah Brown,Other,Pizazz Global Quick File,Consumer,Office Supplies,Storage,W,90045,los angeles,state of california,United States
US-2021-149846-2496,5/22/2020,5/26/2020,Sarah Brown,Zebra,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Consumer,Technology,Machines,W,90045,los angeles,state of california,United States
US-2021-149846-2497,5/22/2020,5/26/2020,Sarah Brown,Other,Aastra 57i VoIP phone,Consumer,Technology,Phones,W,90045,los angeles,state of california,United States
US-2021-110569-2498,5/23/2020,5/30/2020,Emily Burns,Fellowes,Fellowes Superior 10 Outlet Split Surge Protector,Consumer,Office Supplies,Appliances,W,85023,phoenix,state of arizona,United States
US-2021-110569-2499,5/23/2020,5/30/2020,Emily Burns,Cardinal,Cardinal EasyOpen D-Ring Binders,Consumer,Office Supplies,Binders,W,85023,phoenix,state of arizona,United States
US-2021-119102-2500,5/23/2020,5/27/2020,Kristen Hastings,Advantus,Advantus Rolling Storage Box,Corporate,Office Supplies,Storage,E,2895,woonsocket,state of rhode island,United States
US-2021-136805-2501,5/23/2020,5/27/2020,Nathan Mautz,Westinghouse,Westinghouse Clip-On Gooseneck Lamps,Home Office,Furniture,Furnishings,C,48234,detroit,state of michigan,United States
US-2021-136805-2502,5/23/2020,5/27/2020,Nathan Mautz,Harmony,Harmony Air Purifier,Home Office,Office Supplies,Appliances,C,48234,detroit,state of michigan,United States
US-2021-154921-2503,5/23/2020,5/28/2020,Erin Ashbrook,Other,Cameo Buff Policy Envelopes,Corporate,Office Supplies,Envelopes,S,29203,columbia,state of south carolina,United States
US-2021-165512-2504,5/24/2020,5/26/2020,Vivek Sundaresam,Global,"Global High-Back Leather Tilter, Burgundy",Consumer,Furniture,Chairs,C,60540,naperville,state of illinois,United States
US-2021-165512-2505,5/24/2020,5/26/2020,Vivek Sundaresam,Avery,Avery Heavy-Duty EZD View Binder with Locking Rings,Consumer,Office Supplies,Binders,C,60540,naperville,state of illinois,United States
US-2021-109708-2506,5/25/2020,5/28/2020,Craig Yedwab,Other,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Corporate,Technology,Phones,S,38401,columbia,state of tennessee,United States
US-2021-132941-2507,5/25/2020,5/28/2020,Muhammed MacIntyre,Xerox,Xerox 1978,Corporate,Office Supplies,Paper,C,76117,haltom city,state of texas,United States
US-2021-132941-2508,5/25/2020,5/28/2020,Muhammed MacIntyre,Fiskars,Fiskars Spring-Action Scissors,Corporate,Office Supplies,Supplies,C,76117,haltom city,state of texas,United States
US-2021-132941-2509,5/25/2020,5/28/2020,Muhammed MacIntyre,Logitech,Logitech G35 7.1-Channel Surround Sound Headset,Corporate,Technology,Accessories,C,76117,haltom city,state of texas,United States
US-2021-138898-2510,5/25/2020,5/29/2020,Justin Hirsh,Kensington,Kensington 4 Outlet MasterPiece Compact Power Control Center,Consumer,Office Supplies,Appliances,W,81001,pueblo,state of colorado,United States
US-2021-141768-2511,5/25/2020,5/27/2020,Nora Pelletier,Ultra,Ultra Door Push Plate,Home Office,Furniture,Furnishings,W,94109,san francisco,state of california,United States
US-2021-152128-2512,5/25/2020,5/27/2020,Nathan Mautz,Sanford,SANFORD Major Accent Highlighters,Home Office,Office Supplies,Art,C,67212,wichita,state of kansas,United States
US-2021-152128-2513,5/25/2020,5/27/2020,Nathan Mautz,GBC,GBC DocuBind P50 Personal Binding Machine,Home Office,Office Supplies,Binders,C,67212,wichita,state of kansas,United States
US-2021-113327-2514,5/26/2020,5/29/2020,Ben Ferrer,Other,Security-Tint Envelopes,Home Office,Office Supplies,Envelopes,S,28540,jacksonville,state of north carolina,United States
US-2021-113327-2515,5/26/2020,5/29/2020,Ben Ferrer,Xerox,Xerox 1937,Home Office,Office Supplies,Paper,S,28540,jacksonville,state of north carolina,United States
US-2021-113327-2516,5/26/2020,5/29/2020,Ben Ferrer,Xerox,Xerox 1991,Home Office,Office Supplies,Paper,S,28540,jacksonville,state of north carolina,United States
US-2021-113327-2517,5/26/2020,5/29/2020,Ben Ferrer,Logitech,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Home Office,Technology,Accessories,S,28540,jacksonville,state of north carolina,United States
US-2021-143147-2518,5/26/2020,5/28/2020,Pamela Stobb,Novimex,Novimex Swivel Fabric Task Chair,Consumer,Furniture,Chairs,C,78207,san antonio,state of texas,United States
US-2021-143147-2519,5/26/2020,5/28/2020,Pamela Stobb,Global,"Global Stack Chair with Arms, Black",Consumer,Furniture,Chairs,C,78207,san antonio,state of texas,United States
US-2021-143147-2520,5/26/2020,5/28/2020,Pamela Stobb,Other,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Consumer,Technology,Machines,C,78207,san antonio,state of texas,United States
US-2021-148964-2521,5/26/2020,5/31/2020,Ruben Dartt,DAX,"DAX Metal Frame, Desktop, Stepped-Edge",Consumer,Furniture,Furnishings,W,98006,bellevue,state of washington,United States
US-2021-118948-2522,5/28/2020,6/3/2020,Neil Knudson,Newell,Newell 311,Home Office,Office Supplies,Art,W,98105,seattle,state of washington,United States
US-2021-131758-2523,5/28/2020,6/1/2020,Karl Braun,Boston,Boston 16701 Slimline Battery Pencil Sharpener,Consumer,Office Supplies,Art,E,11520,freeport,state of new york,United States
US-2021-131758-2524,5/28/2020,6/1/2020,Karl Braun,Avery,Avery 494,Consumer,Office Supplies,Labels,E,11520,freeport,state of new york,United States
US-2021-135020-2525,5/28/2020,6/2/2020,Maxwell Schwartz,Acco,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Consumer,Office Supplies,Binders,E,14609,rochester,state of new york,United States
US-2021-135020-2526,5/28/2020,6/2/2020,Maxwell Schwartz,Xerox,Xerox 219,Consumer,Office Supplies,Paper,E,14609,rochester,state of new york,United States
US-2021-135020-2527,5/28/2020,6/2/2020,Maxwell Schwartz,Other,"Hot File 7-Pocket, Floor Stand",Consumer,Office Supplies,Storage,E,14609,rochester,state of new york,United States
US-2021-135020-2528,5/28/2020,6/2/2020,Maxwell Schwartz,Panasonic,Panasonic Kx-TS550,Consumer,Technology,Phones,E,14609,rochester,state of new york,United States
US-2021-149601-2529,5/28/2020,6/3/2020,Trudy Brown,Other,"Personal Filing Tote with Lid, Black/Gray",Consumer,Office Supplies,Storage,E,6040,manchester,state of connecticut,United States
US-2021-149601-2530,5/28/2020,6/3/2020,Trudy Brown,Acco,Acco Perma 4000 Stacking Storage Drawers,Consumer,Office Supplies,Storage,E,6040,manchester,state of connecticut,United States
US-2021-104297-2531,5/29/2020,5/31/2020,Chad Cunningham,Easy-staple paper,Easy-staple paper,Home Office,Office Supplies,Paper,E,44105,cleveland,state of ohio,United States
US-2021-111339-2532,5/29/2020,5/31/2020,Victoria Pisteka,Novimex,Novimex Swivel Fabric Task Chair,Corporate,Furniture,Chairs,E,43229,columbus,state of ohio,United States
US-2021-111339-2533,5/29/2020,5/31/2020,Victoria Pisteka,Tensor,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Corporate,Furniture,Furnishings,E,43229,columbus,state of ohio,United States
US-2021-111339-2534,5/29/2020,5/31/2020,Victoria Pisteka,Other,Ideal Clamps,Corporate,Office Supplies,Fasteners,E,43229,columbus,state of ohio,United States
US-2021-120880-2535,5/29/2020,6/3/2020,John Lucas,Avery,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Consumer,Office Supplies,Binders,W,98105,seattle,state of washington,United States
US-2021-120880-2536,5/29/2020,6/3/2020,John Lucas,Xerox,Xerox 1894,Consumer,Office Supplies,Paper,W,98105,seattle,state of washington,United States
US-2021-120880-2537,5/29/2020,6/3/2020,John Lucas,Standard,Standard Rollaway File with Lock,Consumer,Office Supplies,Storage,W,98105,seattle,state of washington,United States
US-2021-168277-2538,5/29/2020,6/3/2020,Karl Braun,Avery,Avery 476,Consumer,Office Supplies,Labels,C,46203,indianapolis,state of indiana,United States
US-2021-103177-2539,5/30/2020,6/1/2020,Edward Nazzal,Eureka,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Consumer,Office Supplies,Appliances,E,10009,new york city,state of new york,United States
US-2021-103177-2540,5/30/2020,6/1/2020,Edward Nazzal,Plantronics,Plantronics MX500i Earset,Consumer,Technology,Phones,E,10009,new york city,state of new york,United States
US-2021-103177-2541,5/30/2020,6/1/2020,Edward Nazzal,RCA,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,Consumer,Technology,Phones,E,10009,new york city,state of new york,United States
US-2021-163923-2542,5/30/2020,6/3/2020,Brendan Dodson,Imation,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Home Office,Technology,Accessories,S,22153,springfield,state of virginia,United States
US-2021-100818-2543,5/31/2020,6/5/2020,Janet Molinari,Tenex,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",Corporate,Furniture,Furnishings,C,60653,chicago,state of illinois,United States
US-2021-100818-2544,5/31/2020,6/5/2020,Janet Molinari,Storex,Storex Dura Pro Binders,Corporate,Office Supplies,Binders,C,60653,chicago,state of illinois,United States
US-2021-100818-2545,5/31/2020,6/5/2020,Janet Molinari,Avery,Avery 501,Corporate,Office Supplies,Labels,C,60653,chicago,state of illinois,United States
US-2021-100818-2546,5/31/2020,6/5/2020,Janet Molinari,Xerox,Xerox 1988,Corporate,Office Supplies,Paper,C,60653,chicago,state of illinois,United States
US-2021-120677-2547,5/31/2020,6/4/2020,Bill Donatelli,Hon,Hon Pagoda Stacking Chairs,Consumer,Furniture,Chairs,C,55407,minneapolis,state of minnesota,United States
US-2021-124919-2548,5/31/2020,6/2/2020,Stephanie Phelps,Southworth,Southworth 25% Cotton Antique Laid Paper & Envelopes,Corporate,Office Supplies,Paper,W,95123,san jose,state of california,United States
US-2021-124919-2549,5/31/2020,6/2/2020,Stephanie Phelps,Xerox,Xerox 1883,Corporate,Office Supplies,Paper,W,95123,san jose,state of california,United States
US-2021-124919-2550,5/31/2020,6/2/2020,Stephanie Phelps,Tenex,"Tenex Personal Project File with Scoop Front Design, Black",Corporate,Office Supplies,Storage,W,95123,san jose,state of california,United States
US-2021-133627-2551,5/31/2020,6/7/2020,Sample Company A,3M,3M Hangers With Command Adhesive,Home Office,Furniture,Furnishings,E,6360,norwich,state of connecticut,United States
US-2021-136224-2552,5/31/2020,5/31/2020,Muhammed Lee,Newell,Newell 347,Consumer,Office Supplies,Art,S,28314,fayetteville,state of north carolina,United States
US-2021-147788-2553,5/31/2020,6/4/2020,Tamara Manning,O'Sullivan,O'Sullivan Living Dimensions 3-Shelf Bookcases,Consumer,Furniture,Bookcases,W,84057,orem,state of utah,United States
US-2021-147788-2554,5/31/2020,6/4/2020,Tamara Manning,Other,Self-Adhesive Removable Labels,Consumer,Office Supplies,Labels,W,84057,orem,state of utah,United States
US-2021-147788-2555,5/31/2020,6/4/2020,Tamara Manning,Fellowes,Fellowes Super Stor/Drawer Files,Consumer,Office Supplies,Storage,W,84057,orem,state of utah,United States
US-2021-149748-2556,5/31/2020,6/2/2020,Elizabeth Moffitt,Eldon,Eldon Image Series Black Desk Accessories,Corporate,Furniture,Furnishings,E,7501,paterson,state of new jersey,United States
US-2021-149748-2557,5/31/2020,6/2/2020,Elizabeth Moffitt,Xerox,Xerox 1889,Corporate,Office Supplies,Paper,E,7501,paterson,state of new jersey,United States
US-2021-149748-2558,5/31/2020,6/2/2020,Elizabeth Moffitt,Fellowes,"Fellowes Mobile File Cart, Black",Corporate,Office Supplies,Storage,E,7501,paterson,state of new jersey,United States
US-2021-156153-2559,5/31/2020,6/2/2020,Carl Weiss,Other,Bagged Rubber Bands,Home Office,Office Supplies,Fasteners,E,11561,long beach,state of new york,United States
US-2021-132836-2560,6/1/2020,6/5/2020,Ashley Jarboe,Other,Catalog Binders with Expanding Posts,Consumer,Office Supplies,Binders,C,48227,detroit,state of michigan,United States
US-2021-132836-2561,6/1/2020,6/5/2020,Ashley Jarboe,Avery,Avery 491,Consumer,Office Supplies,Labels,C,48227,detroit,state of michigan,United States
US-2021-132836-2562,6/1/2020,6/5/2020,Ashley Jarboe,Polycom,Polycom CX300 Desktop Phone USB VoIP phone,Consumer,Technology,Phones,C,48227,detroit,state of michigan,United States
US-2021-132836-2563,6/1/2020,6/5/2020,Ashley Jarboe,Other,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Consumer,Technology,Phones,C,48227,detroit,state of michigan,United States
US-2021-161242-2564,6/1/2020,6/8/2020,Catherine Glotzbach,Adams,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Home Office,Office Supplies,Paper,W,90045,los angeles,state of california,United States
US-2021-163685-2565,6/1/2020,6/5/2020,Katrina Edelman,Avery,Avery Poly Binder Pockets,Corporate,Office Supplies,Binders,C,78207,san antonio,state of texas,United States
US-2021-163685-2566,6/1/2020,6/5/2020,Katrina Edelman,Xerox,Xerox 1928,Corporate,Office Supplies,Paper,C,78207,san antonio,state of texas,United States
US-2021-142020-2567,6/4/2020,6/8/2020,Tracy Collins,Executive Impressions,"Executive Impressions 10"" Spectator Wall Clock",Home Office,Furniture,Furnishings,E,10024,new york city,state of new york,United States
US-2021-142020-2568,6/4/2020,6/8/2020,Tracy Collins,Wirebound,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Home Office,Office Supplies,Paper,E,10024,new york city,state of new york,United States
US-2021-158491-2569,6/4/2020,6/9/2020,Becky Pak,Logitech,Logitech Wireless Anywhere Mouse MX for PC and Mac,Consumer,Technology,Accessories,W,90008,los angeles,state of california,United States
US-2021-158491-2570,6/4/2020,6/9/2020,Becky Pak,Logitech,Logitech Z-906 Speaker sys - home theater - 5.1-CH,Consumer,Technology,Accessories,W,90008,los angeles,state of california,United States
US-2021-164833-2571,6/4/2020,6/4/2020,Lauren Leatherbury,Binney & Smith,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Consumer,Office Supplies,Art,W,98105,seattle,state of washington,United States
US-2021-164833-2572,6/4/2020,6/4/2020,Lauren Leatherbury,Avery,Avery 501,Consumer,Office Supplies,Labels,W,98105,seattle,state of washington,United States
US-2021-115168-2573,6/5/2020,6/9/2020,Brenda Bowman,Xerox,Xerox 1981,Corporate,Office Supplies,Paper,C,63301,saint charles,state of missouri,United States
US-2021-166947-2574,6/5/2020,6/10/2020,Edward Becker,Hon,Hon Every-Day Series Multi-Task Chairs,Corporate,Furniture,Chairs,E,14215,buffalo,state of new york,United States
US-2021-142041-2575,6/7/2020,6/9/2020,Eleni McCrary,3-ring staple pack,3-ring staple pack,Corporate,Office Supplies,Binders,W,90036,los angeles,state of california,United States
US-2021-157343-2576,6/7/2020,6/11/2020,Harold Dahlen,Avery,Avery Fluorescent Highlighter Four-Color Set,Home Office,Office Supplies,Art,E,19143,philadelphia,state of pennsylvania,United States
US-2021-157343-2577,6/7/2020,6/11/2020,Harold Dahlen,Other,Aluminum Screw Posts,Home Office,Office Supplies,Binders,E,19143,philadelphia,state of pennsylvania,United States
US-2021-157343-2578,6/7/2020,6/11/2020,Harold Dahlen,Xerox,Xerox 200,Home Office,Office Supplies,Paper,E,19143,philadelphia,state of pennsylvania,United States
US-2021-162201-2579,6/8/2020,6/12/2020,Andrew Gjertsen,Advantus,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Corporate,Furniture,Furnishings,S,33710,saint petersburg,state of florida,United States
US-2021-162201-2580,6/8/2020,6/12/2020,Andrew Gjertsen,Newell,Newell 344,Corporate,Office Supplies,Art,S,33710,saint petersburg,state of florida,United States
US-2021-162201-2581,6/8/2020,6/12/2020,Andrew Gjertsen,Premier,"Premier Elliptical Ring Binder, Black",Corporate,Office Supplies,Binders,S,33710,saint petersburg,state of florida,United States
US-2021-162201-2582,6/8/2020,6/12/2020,Andrew Gjertsen,Smead,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Corporate,Office Supplies,Labels,S,33710,saint petersburg,state of florida,United States
US-2021-162201-2583,6/8/2020,6/12/2020,Andrew Gjertsen,Xerox,Xerox 1963,Corporate,Office Supplies,Paper,S,33710,saint petersburg,state of florida,United States
US-2021-162201-2584,6/8/2020,6/12/2020,Andrew Gjertsen,Xerox,Xerox 1951,Corporate,Office Supplies,Paper,S,33710,saint petersburg,state of florida,United States
US-2021-162201-2585,6/8/2020,6/12/2020,Andrew Gjertsen,Fellowes,Fellowes Super Stor/Drawer Files,Corporate,Office Supplies,Storage,S,33710,saint petersburg,state of florida,United States
US-2021-164007-2586,6/8/2020,6/12/2020,Maureen Gnade,Hoover,Hoover Shoulder Vac Commercial Portable Vacuum,Consumer,Office Supplies,Appliances,C,60610,chicago,state of illinois,United States
US-2021-164007-2587,6/8/2020,6/12/2020,Maureen Gnade,Maxell,Maxell 4.7GB DVD+R 5/Pack,Consumer,Technology,Accessories,C,60610,chicago,state of illinois,United States
US-2021-101868-2588,6/9/2020,6/16/2020,Max Jones,Wilson Jones,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Consumer,Office Supplies,Binders,S,33178,miami,state of florida,United States
US-2021-101868-2589,6/9/2020,6/16/2020,Max Jones,Other,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Consumer,Office Supplies,Binders,S,33178,miami,state of florida,United States
US-2021-101868-2590,6/9/2020,6/16/2020,Max Jones,Logitech,Logitech Keyboard K120,Consumer,Technology,Accessories,S,33178,miami,state of florida,United States
US-2021-110947-2591,6/9/2020,6/15/2020,Anthony Garverick,Other,Vinyl Sectional Post Binders,Home Office,Office Supplies,Binders,S,23666,hampton,state of virginia,United States
US-2021-141012-2592,6/9/2020,6/11/2020,Trudy Glocke,Luxo,Luxo Adjustable Task Clamp Lamp,Consumer,Furniture,Furnishings,W,83201,pocatello,state of idaho,United States
US-2021-141012-2593,6/9/2020,6/11/2020,Trudy Glocke,Other,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,Consumer,Technology,Phones,W,83201,pocatello,state of idaho,United States
US-2021-144190-2594,6/9/2020,6/13/2020,Nathan Cano,Xerox,Xerox 1995,Consumer,Office Supplies,Paper,C,48073,royal oak,state of michigan,United States
US-2021-121720-2595,6/11/2020,6/12/2020,Jim Epp,Hon,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Corporate,Furniture,Chairs,S,33801,lakeland,state of florida,United States
US-2021-121720-2596,6/11/2020,6/12/2020,Jim Epp,Seth Thomas,"Seth Thomas 8 1/2"" Cubicle Clock",Corporate,Furniture,Furnishings,S,33801,lakeland,state of florida,United States
US-2021-121720-2597,6/11/2020,6/12/2020,Jim Epp,Hunt,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Corporate,Office Supplies,Art,S,33801,lakeland,state of florida,United States
US-2021-121720-2598,6/11/2020,6/12/2020,Jim Epp,GBC,GBC Standard Plastic Binding Systems' Combs,Corporate,Office Supplies,Binders,S,33801,lakeland,state of florida,United States
US-2021-121720-2599,6/11/2020,6/12/2020,Jim Epp,Ibico,Ibico Laser Imprintable Binding System Covers,Corporate,Office Supplies,Binders,S,33801,lakeland,state of florida,United States
US-2021-121720-2600,6/11/2020,6/12/2020,Jim Epp,Tennsco,Tennsco 16-Compartment Lockers with Coat Rack,Corporate,Office Supplies,Storage,S,33801,lakeland,state of florida,United States
US-2021-121720-2601,6/11/2020,6/12/2020,Jim Epp,Fellowes,Fellowes High-Stak Drawer Files,Corporate,Office Supplies,Storage,S,33801,lakeland,state of florida,United States
US-2021-121720-2602,6/11/2020,6/12/2020,Jim Epp,Cisco,Cisco SPA301,Corporate,Technology,Phones,S,33801,lakeland,state of florida,United States
US-2021-123960-2603,6/11/2020,6/16/2020,Brian Dahlen,DAX,DAX Clear Channel Poster Frame,Consumer,Furniture,Furnishings,S,71203,monroe,state of louisiana,United States
US-2021-123960-2604,6/11/2020,6/16/2020,Brian Dahlen,Boston,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Consumer,Office Supplies,Art,S,71203,monroe,state of louisiana,United States
US-2021-123960-2605,6/11/2020,6/16/2020,Brian Dahlen,Other,"SlimView Poly Binder, 3/8""",Consumer,Office Supplies,Binders,S,71203,monroe,state of louisiana,United States
US-2021-123960-2606,6/11/2020,6/16/2020,Brian Dahlen,Xerox,Xerox 222,Consumer,Office Supplies,Paper,S,71203,monroe,state of louisiana,United States
US-2021-123960-2607,6/11/2020,6/16/2020,Brian Dahlen,Kingston,Kingston Digital DataTraveler 16GB USB 2.0,Consumer,Technology,Accessories,S,71203,monroe,state of louisiana,United States
US-2021-104115-2608,6/12/2020,6/16/2020,Jonathan Howell,Other,Speck Products Candyshell Flip Case,Consumer,Technology,Phones,S,33407,west palm beach,state of florida,United States
US-2021-131779-2609,6/12/2020,6/17/2020,Laurel Elliston,Other,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Consumer,Office Supplies,Storage,E,19711,newark,state of delaware,United States
US-2021-136105-2610,6/12/2020,6/16/2020,Sam Zeldin,Other,Recycled Eldon Regeneration Jumbo File,Home Office,Office Supplies,Storage,C,47201,columbus,state of indiana,United States
US-2021-139850-2611,6/12/2020,6/17/2020,Giulietta Baptist,Other,"DataProducts Ampli Magnifier Task Lamp, Black,",Consumer,Furniture,Furnishings,E,19134,philadelphia,state of pennsylvania,United States
US-2021-139850-2612,6/12/2020,6/17/2020,Giulietta Baptist,Xerox,Xerox 1997,Consumer,Office Supplies,Paper,E,19134,philadelphia,state of pennsylvania,United States
US-2021-104059-2613,6/13/2020,6/15/2020,Frank Carlisle,Newell,Newell 320,Home Office,Office Supplies,Art,E,45503,springfield,state of ohio,United States
US-2021-104941-2614,6/13/2020,6/19/2020,Dave Hallsten,Newell,Newell 31,Corporate,Office Supplies,Art,S,35601,decatur,state of alabama,United States
US-2021-104941-2615,6/13/2020,6/19/2020,Dave Hallsten,Avery,Avery Heavy-Duty EZD View Binder with Locking Rings,Corporate,Office Supplies,Binders,S,35601,decatur,state of alabama,United States
US-2021-104941-2616,6/13/2020,6/19/2020,Dave Hallsten,Xerox,Xerox 204,Corporate,Office Supplies,Paper,S,35601,decatur,state of alabama,United States
US-2021-104941-2617,6/13/2020,6/19/2020,Dave Hallsten,Brother,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Corporate,Technology,Copiers,S,35601,decatur,state of alabama,United States
US-2021-127418-2618,6/13/2020,6/14/2020,Jennifer Jackson,Other,Aluminum Screw Posts,Consumer,Office Supplies,Binders,W,90004,los angeles,state of california,United States
US-2021-137281-2619,6/13/2020,6/17/2020,Barbara Fisher,Xerox,Xerox 202,Corporate,Office Supplies,Paper,S,30076,roswell,state of georgia,United States
US-2021-155054-2620,6/13/2020,6/19/2020,Penelope Sewall,Other,Recycled Easel Ring Binders,Home Office,Office Supplies,Binders,E,4240,lewiston,state of maine,United States
US-2021-155054-2621,6/13/2020,6/19/2020,Penelope Sewall,ACCOHIDE,"ACCOHIDE 3-Ring Binder, Blue, 1""",Home Office,Office Supplies,Binders,E,4240,lewiston,state of maine,United States
US-2021-155054-2622,6/13/2020,6/19/2020,Penelope Sewall,Other,Lenovo 17-Key USB Numeric Keypad,Home Office,Technology,Accessories,E,4240,lewiston,state of maine,United States
US-2021-120439-2623,6/14/2020,6/18/2020,Alan Dominguez,Eldon,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Home Office,Furniture,Furnishings,E,19120,philadelphia,state of pennsylvania,United States
US-2021-106495-2624,6/15/2020,6/17/2020,Amy Cox,Belkin,Belkin Standard 104 key USB Keyboard,Consumer,Technology,Accessories,S,33614,tampa,state of florida,United States
US-2021-129896-2625,6/15/2020,6/20/2020,Peter Fuller,DAX,"DAX Copper Panel Document Frame, 5 x 7 Size",Consumer,Furniture,Furnishings,W,85234,gilbert,state of arizona,United States
US-2021-129896-2626,6/15/2020,6/20/2020,Peter Fuller,Eldon,"Eldon ""L"" Workstation Diamond Chairmat",Consumer,Furniture,Furnishings,W,85234,gilbert,state of arizona,United States
US-2021-129896-2627,6/15/2020,6/20/2020,Peter Fuller,Xerox,Xerox 1895,Consumer,Office Supplies,Paper,W,85234,gilbert,state of arizona,United States
US-2021-129896-2628,6/15/2020,6/20/2020,Peter Fuller,Belkin,"Belkin 19"" Vented Equipment Shelf, Black",Consumer,Office Supplies,Storage,W,85234,gilbert,state of arizona,United States
US-2021-164567-2629,6/15/2020,6/19/2020,Grace Kelly,Jabra,Jabra SPEAK 410,Corporate,Technology,Phones,W,90004,los angeles,state of california,United States
US-2021-118955-2630,6/16/2020,6/20/2020,Lycoris Saunders,Office Star,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Consumer,Furniture,Chairs,C,75051,grand prairie,state of texas,United States
US-2021-118955-2631,6/16/2020,6/20/2020,Lycoris Saunders,Staple envelope,Staple envelope,Consumer,Office Supplies,Envelopes,C,75051,grand prairie,state of texas,United States
US-2021-118955-2632,6/16/2020,6/20/2020,Lycoris Saunders,Xerox,Xerox 188,Consumer,Office Supplies,Paper,C,75051,grand prairie,state of texas,United States
US-2021-163825-2633,6/16/2020,6/19/2020,Lena Creighton,Fellowes,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Consumer,Office Supplies,Binders,E,10009,new york city,state of new york,United States
US-2021-163825-2634,6/16/2020,6/19/2020,Lena Creighton,RCA,RCA Visys Integrated PBX 8-Line Router,Consumer,Technology,Phones,E,10009,new york city,state of new york,United States
US-2021-167269-2635,6/16/2020,6/20/2020,Philip Brown,Peel & Seel,Peel & Seel Envelopes,Consumer,Office Supplies,Envelopes,E,19134,philadelphia,state of pennsylvania,United States
US-2021-122287-2636,6/18/2020,6/23/2020,Skye Norling,Other,Flat Face Poster Frame,Home Office,Furniture,Furnishings,W,85345,peoria,state of arizona,United States
US-2021-122287-2637,6/18/2020,6/23/2020,Skye Norling,Other,Aluminum Screw Posts,Home Office,Office Supplies,Binders,W,85345,peoria,state of arizona,United States
US-2021-122287-2638,6/18/2020,6/23/2020,Skye Norling,Other,Peel & Stick Add-On Corner Pockets,Home Office,Office Supplies,Binders,W,85345,peoria,state of arizona,United States
US-2021-122287-2639,6/18/2020,6/23/2020,Skye Norling,Xerox,Xerox 1922,Home Office,Office Supplies,Paper,W,85345,peoria,state of arizona,United States
